Titles	Genres
Toy Story 2 (1999)[(8, 0.514), (1, 0.475), (0, 0.002), (2, 0.001), (3, 0.001)]	animation
Deuce Bigalow: Male Gigolo (1999)[(6, 0.964), (0, 0.005), (1, 0.004), (2, 0.004), (3, 0.004)]	comedy
7th Voyage of Sinbad, The (1958)[(0, 0.986), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	fantasy
Bicentennial Man (1999)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Stuart Little (1999)[(8, 0.574), (1, 0.414), (0, 0.002), (2, 0.002), (3, 0.002)]	comedy
Fantasia 2000 (1999)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Galaxy Quest (1999)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Supernova (2000)[(3, 0.997)]	sci-fi
Fast Times at Ridgemont High (1982)[(3, 0.581), (1, 0.348), (7, 0.068), (0, 0.001), (2, 0.001)]	romance
Wayne's World (1992)[(5, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Bodyguard, The (1992)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Far and Away (1992)[(9, 0.996), (0, 0.001)]	romance
White Men Can't Jump (1992)[(2, 0.978), (0, 0.003), (3, 0.003), (4, 0.003), (1, 0.002)]	comedy
Buffy the Vampire Slayer (1992)[(2, 0.997)]	comedy
Hard-Boiled (Lat sau san taam) (1992)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	action
Stop! Or My Mom Will Shoot (1992)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Cutting Edge, The (1992)[(1, 0.996), (0, 0.001)]	romance
Single White Female (1992)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Boondock Saints, The (2000)[(6, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Beach, The (2000)[(2, 0.991), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Pitch Black (2000)[(1, 0.998)]	sci-fi
Whole Nine Yards, The (2000)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
City Lights (1931)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Defending Your Life (1991)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Harry and the Hendersons (1987)[(0, 0.996)]	comedy
Final Destination (2000)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Animal House (1978)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Grumpy Old Men (1993)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Modern Times (1936)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Hustler, The (1961)[(5, 0.574), (8, 0.414), (0, 0.002), (1, 0.002), (2, 0.002)]	romance
Close Encounters of the Third Kind (1977)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Ladyhawke (1985)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
High Fidelity (2000)[(3, 0.934), (0, 0.065)]	comedy
Road to El Dorado, The (2000)[(8, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	animation
Hook (1991)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Solaris (Solyaris) (1972)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Network (1976)[(7, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Frequency (2000)[(6, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Return to Me (2000)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	romance
Parenthood (1989)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Predator (1987)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Caddyshack (1980)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Gladiator (2000)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Human Traffic (1999)[(7, 0.997)]	romance
Battlefield Earth (2000)[(0, 0.997)]	sci-fi
Pee-wee's Big Adventure (1985)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Road Trip (2000)[(2, 0.996), (0, 0.001)]	comedy
Twelve Chairs, The (1970)[(1, 0.991), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Mission: Impossible II (2000)[(4, 0.997)]	action
Shanghai Noon (2000)[(2, 0.99), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Gold Rush, The (1925)[(3, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (4, 0.003)]	comedy
King in New York, A (1957)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Big Momma's House (2000)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Guns of Navarone, The (1961)[(7, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Blazing Saddles (1974)[(2, 0.996), (0, 0.001)]	comedy
For a Few Dollars More (Per qualche dollaro in più) (1965)[(2, 0.975), (0, 0.004), (1, 0.003), (3, 0.003), (4, 0.003)]	action
Flatliners (1990)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Light Years (Gandahar) (1988)[(8, 0.997)]	animation
Night of the Creeps (1986)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Predator 2 (1990)[(7, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Starman (1984)[(4, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Brother from Another Planet, The (1984)[(9, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Mad Max (1979)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Road Warrior, The (Mad Max 2) (1981)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Mad Max Beyond Thunderdome (1985)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Bird on a Wire (1990)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Soapdish (1991)[(6, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Gone in 60 Seconds (2000)[(5, 0.996), (0, 0.001)]	action
Titan A.E. (2000)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Chicken Run (2000)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Me, Myself & Irene (2000)[(6, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Fun and Fancy Free (1947)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Kentucky Fried Movie, The (1977)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Thunderbolt and Lightfoot (1974)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Scary Movie (2000)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Shower (Xizao) (1999)[(5, 0.997)]	comedy
X-Men (2000)[(6, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Love and Death (1975)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Coyote Ugly (2000)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Hollow Man (2000)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	action
Saving Grace (2000)[(3, 0.997)]	comedy
Brain That Wouldn't Die, The (1962)[(4, 0.996), (0, 0.001)]	sci-fi
Phantasm II (1988)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
I'm the One That I Want (2000)[(0, 0.997)]	comedy
Replacements, The (2000)[(2, 0.975), (0, 0.004), (1, 0.003), (3, 0.003), (4, 0.003)]	comedy
Naked Gun: From the Files of Police Squad!, The (1988)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Naked Gun 2 1/2: The Smell of Fear, The (1991)[(9, 0.996), (0, 0.001), (4, 0.001)]	comedy
Best in Show (2000)[(1, 0.997)]	comedy
Runaway (1984)[(6, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Meet the Parents (2000)[(6, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Pay It Forward (2000)[(1, 0.997)]	comedy
Legend of Drunken Master, The (Jui kuen II) (1994)[(4, 0.996), (0, 0.001)]	comedy
Charlie's Angels (2000)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Little Nicky (2000)[(4, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Red Planet (2000)[(4, 0.997)]	sci-fi
Eagle Has Landed, The (1976)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
6th Day, The (2000)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Dungeons & Dragons (2000)[(9, 0.998)]	fantasy
Vertical Limit (2000)[(4, 0.997)]	action
Planes, Trains & Automobiles (1987)[(7, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Snatch (2000)[(9, 0.997)]	comedy
Dude, Where's My Car? (2000)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
What Women Want (2000)[(0, 0.976), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	romance
Family Man, The (2000)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Miss Congeniality (2000)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)[(7, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
O Brother, Where Art Thou? (2000)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Breakheart Pass (1975)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Friendly Persuasion (1956)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Save the Last Dance (2001)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Panic (2000)[(3, 0.997)]	comedy
Beverly Hills Cop (1984)[(3, 0.998)]	comedy
Can't Buy Me Love (1987)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Evil Dead, The (1981)[(1, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Million Dollar Hotel, The (2001)[(7, 0.997)]	action
Saving Silverman (Evil Woman) (2001)[(9, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Mexican, The (2001)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Get Over It (2001)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Unbelievable Truth, The (1989)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Fortune Cookie, The (1966)[(6, 0.977), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Girls Just Want to Have Fun (1985)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Dish, The (2001)[(1, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Spy Kids (2001)[(3, 0.997)]	action
Bridget Jones's Diary (2001)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Scarface (1983)[(2, 0.997)]	action
Mummy Returns, The (2001)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Krull (1983)[(3, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Knight's Tale, A (2001)[(2, 0.996), (0, 0.001)]	comedy
Angel Eyes (2001)[(7, 0.996), (0, 0.001)]	romance
Shrek (2001)[(3, 0.997)]	animation
Moulin Rouge (2001)[(3, 0.997)]	romance
Pearl Harbor (2001)[(8, 0.996), (0, 0.001)]	action
Throw Momma from the Train (1987)[(6, 0.996), (0, 0.001)]	comedy
Evolution (2001)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Swordfish (2001)[(7, 0.997)]	action
Atlantis: The Lost Empire (2001)[(1, 0.996), (0, 0.001)]	fantasy
Lara Croft: Tomb Raider (2001)[(0, 0.998)]	action
Fast and the Furious, The (2001)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
A.I. Artificial Intelligence (2001)[(9, 0.997)]	sci-fi
Closet, The (Placard, Le) (2001)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Kiss of the Dragon (2001)[(3, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	action
Scary Movie 2 (2001)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Lion in Winter, The (1968)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Final Fantasy: The Spirits Within (2001)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Legally Blonde (2001)[(1, 0.997)]	comedy
Adventures of Baron Munchausen, The (1988)[(3, 0.975), (0, 0.004), (1, 0.003), (2, 0.003), (4, 0.003)]	fantasy
Coming to America (1988)[(8, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Frantic (1988)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Land Before Time, The (1988)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Red Heat (1988)[(3, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	action
They Live (1988)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Twins (1988)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
American Ninja (1985)[(3, 0.997)]	action
Bill & Ted's Excellent Adventure (1989)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Chances Are (1989)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Her Alibi (1989)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Jesus of Montreal (Jésus de Montréal) (1989)[(6, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Look Who's Talking (1989)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Major League (1989)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Miracle Mile (1989)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Punisher, The (1989)[(5, 0.743), (8, 0.243), (0, 0.002), (1, 0.002), (2, 0.002)]	action
Planet of the Apes (2001)[(9, 0.997)]	sci-fi
Bread and Tulips (Pane e tulipani) (2000)[(0, 0.997)]	comedy
Tango & Cash (1989)[(8, 0.957), (0, 0.006), (1, 0.005), (2, 0.005), (3, 0.005)]	comedy
Turner & Hooch (1989)[(1, 0.975), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Princess Diaries, The (2001)[(9, 0.998)]	comedy
Rush Hour 2 (2001)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Cage aux Folles, La (1978)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Paint Your Wagon (1969)[(3, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
American Pie 2 (2001)[(8, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Rat Race (2001)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Jay and Silent Bob Strike Back (2001)[(8, 0.998)]	comedy
Ghosts of Mars (2001)[(6, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Happy Accidents (2000)[(9, 0.996)]	romance
Vamp (1986)[(7, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Father Goose (1964)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Operation Petticoat (1959)[(6, 0.996), (0, 0.001)]	comedy
Zoolander (2001)[(4, 0.996), (0, 0.001)]	comedy
Female Trouble (1975)[(6, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Riding in Cars with Boys (2001)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
K-PAX (2001)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Donnie Darko (2001)[(1, 0.996), (0, 0.001)]	sci-fi
Monsters, Inc. (2001)[(3, 0.998)]	animation
One, The (2001)[(5, 0.997)]	action
Shallow Hal (2001)[(8, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	romance
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)[(7, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Black Knight (2001)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Funny Girl (1968)[(8, 0.998)]	romance
Breathless (À bout de souffle) (1960)[(2, 0.991), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Now, Voyager (1942)[(6, 0.974), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	romance
Flash Gordon (1980)[(4, 0.996), (0, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Ocean's Eleven (2001)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
No Man's Land (2001)[(0, 0.996)]	comedy
Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)[(2, 0.998)]	romance
Vanilla Sky (2001)[(2, 0.998)]	sci-fi
Lantana (2001)[(2, 0.997)]	romance
Royal Tenenbaums, The (2001)[(4, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (1, 0.002)]	comedy
Jimmy Neutron: Boy Genius (2001)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Kate & Leopold (2001)[(0, 0.997)]	fantasy
Lord of the Rings: The Fellowship of the Ring, The (2001)[(4, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Beautiful Mind, A (2001)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Little Otik (Otesánek) (2000)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Party, The (1968)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Another 48 Hrs. (1990)[(1, 0.999)]	comedy
Dragonslayer (1981)[(9, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Conan the Destroyer (1984)[(0, 0.966), (1, 0.004), (2, 0.004), (3, 0.004), (4, 0.004)]	fantasy
Fire and Ice (1983)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
Forbidden Zone (1980)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Impostor (2002)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Kung Pow: Enter the Fist (2002)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
48 Hrs. (1982)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Italian for Beginners (Italiensk for begyndere) (2000)[(9, 0.997)]	romance
Seconds (1966)[(0, 0.997)]	sci-fi
The Count of Monte Cristo (2002)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Metropolis (2001)[(4, 0.996), (0, 0.001)]	animation
Super Troopers (2001)[(9, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
40 Days and 40 Nights (2002)[(1, 0.996), (0, 0.001)]	comedy
Ferngully: The Last Rainforest (1992)[(1, 0.999)]	romance
Troll in Central Park, A (1994)[(8, 0.996), (0, 0.001)]	animation
Ice Age (2002)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Resident Evil (2002)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
And Your Mother Too (Y tu mamá también) (2001)[(8, 0.998)]	comedy
Stir Crazy (1980)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Blade II (2002)[(7, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Panic Room (2002)[(3, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	action
National Lampoon's Van Wilder (2002)[(9, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Sweetest Thing, The (2002)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
My Big Fat Greek Wedding (2002)[(3, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Three Men and a Baby (1987)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
The Scorpion King (2002)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Nine Queens (Nueve reinas) (2000)[(2, 0.998)]	comedy
Spider-Man (2002)[(2, 0.998)]	action
About a Boy (2002)[(5, 0.998)]	comedy
Star Wars: Episode II - Attack of the Clones (2002)[(0, 0.991), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Silent Running (1972)[(3, 0.996), (0, 0.001)]	sci-fi
Bourne Identity, The (2002)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Lilo & Stitch (2002)[(8, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Minority Report (2002)[(9, 0.997)]	sci-fi
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)[(2, 0.996), (0, 0.001)]	comedy
Crocodile Hunter: Collision Course, The (2002)[(0, 0.997)]	action
Reign of Fire (2002)[(9, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	action
The Importance of Being Earnest (1952)[(6, 0.956), (0, 0.006), (1, 0.005), (2, 0.005), (3, 0.005)]	comedy
Eight Legged Freaks (2002)[(2, 0.978), (0, 0.003), (3, 0.003), (4, 0.003), (1, 0.002)]	action
Austin Powers in Goldmember (2002)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
The Big Bus (1976)[(5, 0.996), (0, 0.001), (4, 0.001)]	comedy
Top Secret! (1984)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Signs (2002)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Spy Kids 2: The Island of Lost Dreams (2002)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Blood Work (2002)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
xXx (2002)[(3, 0.978), (0, 0.003), (2, 0.003), (4, 0.003), (1, 0.002)]	action
Hot Shots! (1991)[(4, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Johnny Dangerously (1984)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Transporter, The (2002)[(5, 0.998)]	action
Captain Ron (1992)[(6, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Secretary (2002)[(5, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Spirited Away (Sen to Chihiro no kamikakushi) (2001)[(0, 0.998)]	fantasy
Sweet Home Alabama (2002)[(0, 0.997)]	romance
Wasabi (2001)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Welcome to Collinwood (2002)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Valmont (1989)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	romance
Wrong Guy, The (1997)[(8, 0.997)]	comedy
Punch-Drunk Love (2002)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Ring, The (2002)[(5, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Grave of the Fireflies (Hotaru no haka) (1988)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
Professional, The (Le professionnel) (1981)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Frida (2002)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
I Spy (2002)[(4, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Femme Fatale (2002)[(7, 0.996), (0, 0.001)]	action
Harry Potter and the Chamber of Secrets (2002)[(6, 0.997)]	fantasy
Mysterious Island (1961)[(3, 0.918), (7, 0.076), (0, 0.001), (1, 0.001), (2, 0.001)]	sci-fi
Dog Soldiers (2002)[(1, 0.975), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	action
